2017-11-23 	04:17:15 	  		Not Crossed
2017-11-23 	04:17:30 	  		Not Crossed
2017-11-23 	04:17:45 	  		Not Crossed
2017-11-23 	04:18:00 	  		Not Crossed
2017-11-23 	04:18:15 	  		Not Crossed
2017-11-23 	04:18:30 	  		Not Crossed
2017-11-23 	04:18:45 	  		Not Crossed
2017-11-23 	04:19:00 	  		Not Crossed
2017-11-23 	04:19:15 	  		Not Crossed
2017-11-23 	04:19:30 	  		Not Crossed
2017-11-23 	04:19:45 	  		Not Crossed
2017-11-23 	04:20:00 	  		Not Crossed
2017-11-23 	04:20:15 	  		Not Crossed
2017-11-23 	04:20:30 	  		Not Crossed
2017-11-23 	04:20:45 	  		Not Crossed
2017-11-23 	04:21:00 	  		Not Crossed
2017-11-23 	04:21:15 	  		Not Crossed
2017-11-23 	04:21:30 	  		Not Crossed
2017-11-23 	04:21:45 	  		Not Crossed
2017-11-23 	04:22:00 	  		Not Crossed
2017-11-23 	04:22:15 	  		Not Crossed
2017-11-23 	04:22:30 	  		Not Crossed
2017-11-23 	04:22:45 	  		Not Crossed
2017-11-23 	04:23:00 	  		Not Crossed
2017-11-23 	04:23:15 	  		Not Crossed
2017-11-23 	04:23:30 	  		Not Crossed
2017-11-23 	04:23:45 	  		Not Crossed
2017-11-23 	04:24:00 	  		Not Crossed
2017-11-23 	04:24:15 	  		Not Crossed
2017-11-23 	04:24:30 	  		Not Crossed
2017-11-23 	04:24:45 	  		Not Crossed
2017-11-23 	04:25:00 	  		Not Crossed
2017-11-23 	04:25:15 	  		Not Crossed
2017-11-23 	04:25:30 	  		Not Crossed
2017-11-23 	04:25:45 	  		Not Crossed
2017-11-23 	04:26:00 	  		Not Crossed
2017-11-23 	04:26:15 	  		Not Crossed
2017-11-23 	04:26:30 	  		Not Crossed
2017-11-23 	04:26:45 	  		Not Crossed
2017-11-23 	04:27:00 	  		Not Crossed
2017-11-23 	04:27:15 	  		Not Crossed
